customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,signup_date,churn_date,random_col
5296-BFCYD,Male,0.0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,No,2021-10-13,,1621
4510-PYUSH,Female,1.0,No,No,38.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,2024-04-28,,7196
9359-JANWS,Female,0.0,Yes,No,65.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,No,2019-09-15,,6377
7517-SAWMO,Female,0.0,Yes,No,19.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,2022-12-26,2021-12-16,4413
4143-HHPMK,Male,0.0,No,No,52.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,2019-07-03,,8990
3279-DYZQM,Male,0.0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,No,2024-03-26,,4246
7054-LGEQW,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,2021-01-23,,2060
0523-VNGTF,Female,1.0,No,No,52.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No,2021-11-14,,8631
9575-IWCAZ,Male,0.0,Yes,No,6.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171,No,2021-01-12,2020-07-04,2187
7105-MXJLL,Female,1.0,Yes,No,26.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,2020-11-05,2021-09-06,1641
  7064-FRRSW  ,,,  No  ,,,  Yes  ,,,  No  ,  Yes  ,  No  ,,,  Yes  ,,,,,,  No  ,  2020-02-23  ,    ,  5270  
7940-UQQUG,,0.0,Yes,,64.0,,,,Yes,No,No,,,Yes,,,,104.4,6721.6,No,2022-09-10,2021-08-09,6211
0923-PNFUB,Female,0.0,No,No,  3.0 ,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,Yes,2024-05-04,,3530
3961-SXAXY,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No,2023-07-10,,8551
7010-BRBUU,Male,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,No,2023-12-31,,3492
3566-HJGPK,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,No,2021-05-27,,9671
3062-ICYZQ,Female,0.0,Yes,Yes,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,No,2022-07-20,,6747
9938-PRCVK,Female,0.0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,No,2019-10-02,2021-09-02,2660
0973-KYVNF,Female,0.0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,No,2021-09-28,,4691
5129-HHMZC,Female,0.0,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No,2019-11-03,2021-05-17,1683
9637-CDTKZ,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,2021-11-08,,8600
3946-JEWRQ,Male,0.0,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563,No,2020-05-15,,6830
7873-CVMAW,,,No,,,,,,Yes,Yes,Yes,,,Yes,,,,,,No,2019-06-28,2018-09-28,4859
0463-WZZKO,Male,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,2021-08-06,2024-02-23,7110
3494-JCHRQ,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,2020-04-03,,6536
6474-FVJLC,Male,0.0,No,No,132,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,2019-04-20,,6398
4524-QCSSM,Male,0.0,No,No,26.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,2020-06-22,,4580
5832-EXGTT,Male,0.0,Yes,Yes,29.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No,2021-07-25,2021-03-03,4163
8840-DQLGN,Female,1.0,Yes,No,35.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,2019-10-01,,3303
2039-JONDJ,Male,0.0,No,No,27.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,No,2022-07-12,2022-03-05,8078
7217-JYHOQ,Male,0.0,Yes,Yes,24.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,2020-09-30,,5241
6695-FRVEC,Male,0.0,Yes,Yes,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No,2019-10-30,2018-11-05,5219
4547-LYTDD,Female,0.0,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,2020-12-07,2022-08-29,7483
9894-QMIMJ,Female,0.0,No,No,23.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,No,2019-09-11,,5778
8069-YQQAJ,Male,0.0,No,No,14.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,No,2023-02-18,,9574
6770-XUAGN,Female,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21,Yes,2019-07-03,,3165
4193-ORFCL,Female,1.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,2022-09-18,,1379
1636-NTNCO,Male,1.0,No,No,4.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,2019-06-04,2020-08-04,4791
3466-WAESX,Male,0.0,No,Yes,ten,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,2024-04-06,,5785
9281-PKKZE,Female,0.0,Yes,No,46.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,2019-09-16,,8390
3638-VBZTA,Male,0.0,No,Yes,68.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,2020-04-02,,6723
7459-IMVYU,,0.0,No,No,ten,,,,Yes,Yes,Yes,Yes,,No,,,,,2657.55,No,2023-08-30,,9452
7776-QWNFX,Male,1.0,Yes,No,30.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,2019-11-24,,1771
6689-TCZHQ,Female,1.0,No,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,2021-11-08,,5835
8563-OYMQY,Male,0.0,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No,2023-08-28,,8461
0754-EEBDC,Male,0.0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,2024-05-13,,5518
5777-ZPQNC,Female,0.0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,2023-01-09,,3483
1951-IEYXM,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No,2021-06-07,,7916
3318-NMQXL,Male,0.0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,No,2024-05-29,,8873
3143-ILDAL,Male,0.0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,2019-12-05,,3331
1022-RKXDR,Female,0.0,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,No,2023-03-31,2022-04-15,5972
2361-FJWNO,Male,0.0,No,No,40.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,No,2020-01-02,,8241
2272-UOINI,Female,0.0,No,No,7.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,No,2020-03-30,,2368
8232-UTFOZ,Male,0.0,No,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,No,2024-03-15,2023-03-08,1098
3750-YHRYO,Male,0.0,Yes,Yes,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150,No,2020-03-20,,7652
6637-KYRCV,,,Yes,,161,,,DSL,No,Yes,No,No,,No,Month-to-month,,,,,No,2019-01-10,,7768
5668-MEISB,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,No,2019-01-29,2021-03-15,2414
0129-QMPDR,Male,0.0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,No,2020-12-03,,6372
7188-CBBBA,Female,0.0,No,No,ten,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,No,2021-10-09,2024-08-07,7482
5356-CSVSQ,,,No,,,,Yes,,No,No,No,,,No,,,,64.6,,No,2019-07-15,2021-10-25,9664
  3221-CJMSG  ,  Male  ,0.0,  No  ,  No  ,  24.0  ,  Yes  ,  No  ,  DSL  ,  No  ,  No  ,  No  ,  Yes  ,  No  ,  No  ,  Month-to-month  ,  Yes  ,  Credit card (automatic)  ,51.1,  1269.6  ,  No  ,  2023-12-20  ,    ,  8272  
4720-VSTSI,Female,0.0,No,No,44.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,2024-04-07,,2978
3219-JQRSL,Female,1.0,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,2022-06-24,,6179
2801-NISEI,Male,0.0,No,No,24.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,No,2021-04-06,2023-02-20,7598
3946-MHCZW,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,Yes,2019-03-12,,3439
4623-ZKHLY,Male,0.0,Yes,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,No,2021-10-19,2023-06-25,2465
6732-VAILE,Male,0.0,Yes,Yes,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,No,2020-07-01,,4935
8201-AAXCB,Male,0.0,Yes,Yes,25.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,No,2019-12-29,2020-11-25,7474
7696-CFTAT,Male,0.0,Yes,Yes,-6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,No,2022-10-25,,5751
1845-CSBRZ,Female,1.0,Yes,Yes,22.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,No,2019-10-31,,6439
2123-VSCOT,,0.0,Yes,,113,,,,No,No,Yes,,,No,,,,,,No,2019-04-25,,6991
6651-AZVTJ,Male,0.0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,Yes,2019-07-02,,9598
4566-GOLUK,Male,0.0,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,2019-04-18,2020-09-08,6704
2484-DGXPZ,Female,0.0,Yes,Yes,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,2019-10-21,2022-07-29,2214
2018-QKYGT,Male,0.0,Yes,,,,,Fiber optic,No,No,No,,,Yes,,,,,,No,2021-11-03,2024-06-05,4603
2792-VPPET,Male,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,No,2019-08-03,,2528
7409-JURKQ,Female,0.0,Yes,No,53.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,No,2022-05-29,,7822
3247-MHJKM,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,2023-11-01,,9973
1964-SVLEA,Male,0.0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,No,2022-09-20,2025-10-02,7941
4587-NUKOX,Female,0.0,No,No,3.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,2021-07-11,,3213
7297-DVYGA,Female,0.0,No,No,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,No,2022-06-17,2021-12-25,7266
2239-CGBUZ,Female,0.0,Yes,No,51.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,No,2020-06-27,2020-05-09,1190
0854-UYHZD,Female,0.0,Yes,Yes,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,No,2023-12-02,,3449
7243-LCGGZ,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,No,2019-09-28,2021-09-17,3729
8267-KFGYD,Male,0.0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,No,2021-09-20,,5224
4890-VMUAV,Male,0.0,No,No,63.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,2020-01-20,,3883
9261-WDCAF,Male,0.0,No,No,3.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,No,2020-10-14,2020-01-09,4894
3764-MNMOI,Male,0.0,No,No,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,No,2022-11-13,2024-05-13,1089
7442-YGZFK,Male,0.0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No,2020-08-07,,8350
0420-BWTPW,Male,0.0,No,Yes,ten,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,Yes,2023-03-02,,4559
8229-BUJHX,Female,0.0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,No,2022-11-06,,8272
7449-HVPIV,Male,0.0,Yes,Yes,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,5099.15,No,2021-11-13,,1520
5504-WSIUR,,,No,,,,,,No,Yes,Yes,,,No,,,Bank transfer (automatic),,,No,2022-09-21,,8793
8183-ONMXC,Female,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,Yes,2021-06-10,,6636
8466-PZBLH,Male,0.0,Yes,Yes,67.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,No,2019-10-25,,3080
9614-RMGHA,Male,0.0,Yes,No,  65.0 ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,Yes,2024-06-03,2023-05-25,7773
8735-IJJEG,Male,0.0,Yes,No,14.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,No,2022-05-13,,7735
0564-MUUQK,Female,0.0,Yes,Yes,20.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No,2021-03-17,,7537
5054-IEXZT,Male,0.0,No,Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,2022-09-13,,8832
5834-ASPWA,Male,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,2019-06-01,2019-05-09,9584
0701-RFGFI,Female,0.0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95,No,2023-06-28,,2498
0019-EFAEP,Female,0.0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,No,2019-07-17,,3540
5619-PTMIK,Female,0.0,Yes,No,46.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,No,2024-03-09,,1359
3737-XBQDD,Male,0.0,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2048.8,No,2022-06-12,,1599
5882-CMAZQ,Female,0.0,Yes,Yes,5.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,No,2021-10-15,,1949
5846-QFDFI,Female,0.0,Yes,Yes,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No,2024-05-28,2026-10-13,7227
4445-KWOKW,Female,0.0,No,No,42.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,No,2024-01-30,2024-07-01,6455
  3511-APPBJ  ,  Male  ,0.0,  No  ,  No  ,  23.0  ,  Yes  ,  No  ,  Fiber optic  ,  Yes  ,  No  ,  Yes  ,  No  ,  Yes  ,  Yes  ,  One year  ,  Yes  ,  Credit card (automatic)  ,99.95,  2292.75  ,  No  ,  2020-08-04  ,  2019-10-25  ,  1313  
7967-HYCDE,Male,0.0,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.7,553.4,No,2023-11-09,2024-06-12,4794
2430-RRYUW,Male,0.0,No,No,66.0,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,No,2019-03-12,,1994
3948-XHGNA,Male,0.0,No,No,24.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,1210.4,Yes,2020-05-20,,2755
  3723-BFBGR  ,  Male  ,1.0,  No  ,  No  ,  24.0  ,  Yes  ,  Yes  ,  DSL  ,  No  ,  Yes  ,  No  ,  No  ,  No  ,  No  ,  Month-to-month  ,  No  ,  Credit card (automatic)  ,54.8,  1291.3  ,  No  ,  2021-10-25  ,    ,  1500  
0565-IYCGT,Male,0.0,No,No,69.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes,2021-05-10,,5754
  5447-WZAFP  ,  Female  ,0.0,  No  ,  No  ,  53.0  ,  Yes  ,  No  ,  Fiber optic  ,  No  ,  Yes  ,  Yes  ,  No  ,  Yes  ,  Yes  ,  One year  ,  Yes  ,  Mailed check  ,100.3,  5200.8  ,  No  ,  2020-04-21  ,    ,  1731  
5110-CHOPY,Female,0.0,No,No,60.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,No,2020-10-23,2021-11-19,8068
5445-UTODQ,Female,0.0,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,2023-01-06,2022-07-22,9387
4425-OWHWB,Female,0.0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,No,2023-04-26,2024-09-27,8701
7892-QVYKW,Female,0.0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.6,1868.4,No,2022-10-12,,8411
9675-ICXCT,Male,0.0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,No,2022-06-17,,7764
1024-VRZHF,Male,0.0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,2024-04-04,2023-06-09,9195
4703-MQYKT,Male,0.0,No,No,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,No,2023-07-10,2024-04-10,8968
9497-QCMMS,Male,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,2022-09-06,,2945
5692-ICXLW,Male,1.0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,No,2019-01-11,,6437
0602-DDUML,Female,0.0,No,No,57.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No,2023-10-12,2025-12-06,3754
2208-MPXIO,Female,0.0,Yes,Yes,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.0,886.4,No,2019-04-08,,8532
  1960-UYCNN  ,  Male  ,0.0,  No  ,  No  ,  145  ,  Yes  ,  Yes  ,  Fiber optic  ,  No  ,  Yes  ,  Yes  ,  No  ,  No  ,  Yes  ,  Month-to-month  ,  Yes  ,  Electronic check  ,95.25,  1021.55  ,  No  ,  2023-01-08  ,    ,  1094  
0348-SDKOL,Female,0.0,Yes,No,58.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,2020-01-21,,4754
3190-FZATL,Male,0.0,No,Yes,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,2023-06-20,,4411
7336-RLLRH,Male,0.0,Yes,No,27.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,No,2022-10-02,2022-06-21,8671
4373-MAVJG,,,Yes,,,,,,No,Yes,No,No,,Yes,,,,90.9,1259,Yes,2019-04-18,2021-10-13,3650
8901-HJXTF,Female,,Yes,,141,No,No phone service,,No,Yes,No,,No,No,,No,,29.2,309.1,Yes,2019-11-02,,9061
7710-JSYOA,Female,0.0,Yes,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,No,2023-03-30,,5466
5419-KLXBN,Female,0.0,Yes,Yes,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,2023-08-19,,7176
3424-NMNBO,Male,1.0,Yes,No,58.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.85,6287.25,Yes,2021-02-01,,5775
9885-MFVSU,,,Yes,,,,,,Yes,No,No,,,No,,,,,,No,2019-09-05,2022-03-20,4878
4514-GFCFI,Female,1.0,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,2021-11-04,,3737
0607-MVMGC,Male,0.0,Yes,Yes,45.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No,2021-08-07,,3534
3365-SAIGS,Female,0.0,No,No,17.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,1329.15,No,2020-04-11,2020-03-31,6762
9828-AOQLM,Female,0.0,Yes,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,2024-05-04,,3926
8022-BECSI,Male,0.0,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,No,2019-12-07,,8776
8000-REIQB,Female,1.0,No,No,-10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,2024-05-14,,2191
9993-LHIEB,Male,0.0,Yes,Yes,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,67.85,4627.65,No,2019-02-01,,2938
0266-CLZKZ,,,Yes,,,,Yes,,No,No,Yes,Yes,,Yes,,,,,,No,2021-06-08,,1424
